"COUNTRY","Country","SEX","Gender","REF_SECTOR","Reference sector","INTENSITY","Intensity","EDUCATION_LEV","Education level","UNIT_MEASURE","Unit","YEAR","Year","Value","Flag Codes","Flags"
"USA","United States","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","_T","Full- and part-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2017","2017",,"m","Missing value; data cannot exist"
"USA","United States","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","_T","Full- and part-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2018","2018",,"m","Missing value; data cannot exist"
"USA","United States","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","_T","Full- and part-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2019","2019",,"m","Missing value; data cannot exist"
"USA","United States","_T","Total","INST_PRIV_IND","Independent private educational institutions","_T","Full- and part-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2013","2013",3311518.134,,
"USA","United States","_T","Total","INST_PRIV_IND","Independent private educational institutions","_T","Full- and part-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2014","2014",3201838.062,,
"USA","United States","_T","Total","INST_PRIV_IND","Independent private educational institutions","_T","Full- and part-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2015","2015",3130832.895,,
"USA","United States","_T","Total","INST_PRIV_IND","Independent private educational institutions","_T","Full- and part-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2016","2016",2989559.151,,
"USA","United States","_T","Total","INST_PRIV_IND","Independent private educational institutions","_T","Full- and part-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2017","2017",2905192.662,,
"USA","United States","_T","Total","INST_PRIV_IND","Independent private educational institutions","_T","Full- and part-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2018","2018",2847647.441,,
"USA","United States","_T","Total","INST_PRIV_IND","Independent private educational institutions","_T","Full- and part-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2019","2019",2771688.553,,
"USA","United States","_T","Total","INST_PUB","Public educational institutions","FT","Full-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2013","2013",4657479.636,,
"USA","United States","_T","Total","INST_PUB","Public educational institutions","FT","Full-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2014","2014",4616675.365,,
"USA","United States","_T","Total","INST_PUB","Public educational institutions","FT","Full-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2015","2015",4570426.317,,
"USA","United States","_T","Total","INST_PUB","Public educational institutions","FT","Full-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2016","2016",4536540.01,,
"USA","United States","_T","Total","INST_PUB","Public educational institutions","FT","Full-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2017","2017",4793026.454,,
"USA","United States","_T","Total","INST_PUB","Public educational institutions","FT","Full-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2018","2018",4790238.64,,
"USA","United States","_T","Total","INST_PUB","Public educational institutions","FT","Full-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2019","2019",4748537.682,,
"USA","United States","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","FT","Full-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2013","2013",,"m","Missing value; data cannot exist"
"USA","United States","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","FT","Full-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2014","2014",,"m","Missing value; data cannot exist"
"USA","United States","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","FT","Full-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2015","2015",,"m","Missing value; data cannot exist"
"USA","United States","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","FT","Full-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2016","2016",,"m","Missing value; data cannot exist"
"USA","United States","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","FT","Full-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2017","2017",,"m","Missing value; data cannot exist"
"USA","United States","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","FT","Full-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2018","2018",,"m","Missing value; data cannot exist"
"USA","United States","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","FT","Full-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2019","2019",,"m","Missing value; data cannot exist"
"USA","United States","_T","Total","INST_PRIV_IND","Independent private educational institutions","FT","Full-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2013","2013",2713788.752,,
"USA","United States","_T","Total","INST_PRIV_IND","Independent private educational institutions","FT","Full-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2014","2014",2629387.462,,
"USA","United States","_T","Total","INST_PRIV_IND","Independent private educational institutions","FT","Full-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2015","2015",2560747.02,,
"USA","United States","_T","Total","INST_PRIV_IND","Independent private educational institutions","FT","Full-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2016","2016",2444059.082,,
"USA","United States","_T","Total","INST_PRIV_IND","Independent private educational institutions","FT","Full-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2017","2017",2348539.933,,
"USA","United States","_T","Total","INST_PRIV_IND","Independent private educational institutions","FT","Full-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2018","2018",2299582.434,,
"USA","United States","_T","Total","INST_PRIV_IND","Independent private educational institutions","FT","Full-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2019","2019",2261741.89,,
"USA","United States","_T","Total","INST_PUB","Public educational institutions","PT","Part-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2013","2013",1663280.76,,
"USA","United States","_T","Total","INST_PUB","Public educational institutions","PT","Part-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2014","2014",1645241.097,,
"USA","United States","_T","Total","INST_PUB","Public educational institutions","PT","Part-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2015","2015",1638656.964,,
"USA","United States","_T","Total","INST_PUB","Public educational institutions","PT","Part-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2016","2016",1626530.668,,
"USA","United States","_T","Total","INST_PUB","Public educational institutions","PT","Part-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2017","2017",1429140.062,,
"USA","United States","_T","Total","INST_PUB","Public educational institutions","PT","Part-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2018","2018",1419798.983,,
"USA","United States","_T","Total","INST_PUB","Public educational institutions","PT","Part-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2019","2019",1422781.184,,
"USA","United States","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","PT","Part-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2013","2013",,"m","Missing value; data cannot exist"
"USA","United States","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","PT","Part-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2014","2014",,"m","Missing value; data cannot exist"
"USA","United States","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","PT","Part-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2015","2015",,"m","Missing value; data cannot exist"
"USA","United States","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","PT","Part-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2016","2016",,"m","Missing value; data cannot exist"
"USA","United States","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","PT","Part-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2017","2017",,"m","Missing value; data cannot exist"
"USA","United States","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","PT","Part-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2018","2018",,"m","Missing value; data cannot exist"
"USA","United States","_T","Total","INST_PRIV_GOV","Government dependent private educational institutions","PT","Part-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2019","2019",,"m","Missing value; data cannot exist"
"USA","United States","_T","Total","INST_PRIV_IND","Independent private educational institutions","PT","Part-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2013","2013",597729.382,,
"USA","United States","_T","Total","INST_PRIV_IND","Independent private educational institutions","PT","Part-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2014","2014",572450.599,,
"USA","United States","_T","Total","INST_PRIV_IND","Independent private educational institutions","PT","Part-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2015","2015",570085.875,,
"USA","United States","_T","Total","INST_PRIV_IND","Independent private educational institutions","PT","Part-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2016","2016",545500.07,,
"USA","United States","_T","Total","INST_PRIV_IND","Independent private educational institutions","PT","Part-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2017","2017",556652.729,,
"USA","United States","_T","Total","INST_PRIV_IND","Independent private educational institutions","PT","Part-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2018","2018",548065.007,,
"USA","United States","_T","Total","INST_PRIV_IND","Independent private educational institutions","PT","Part-time","ISCED11_6","Bachelor’s or equivalent level","PN","Pure number","2019","2019",509946.663,,
